Criterion,Method,QL(a=0.005),QL(a=0.025),QL(a=0.05),QL(a=0.5),QL(a=0.95),QL(a=0.975),QL(a=0.995),MSE,MAPE(%)
squared_error,QRF,0.027384285714285715,0.08497337662337665,0.12257662337662335,0.18088961038961035,0.14106298701298714,0.08535454545454552,0.02178941558441558,0.2732737402597402,1.4674004069166704
squared_error,RF-GAP,0.024885584415584416,0.08038409090909093,0.11669999999999998,0.19455844155844157,0.14510519480519496,0.0856613636363637,0.02139103896103896,0.4211549090909092,1.5806951670098874
squared_error,OOB,0.02941707792207792,0.10877045454545455,0.15082337662337664,0.19959090909090907,0.14395909090909104,0.08577012987012991,0.020176753246753262,0.44209166233766234,1.6582035032545055
squared_error,ORIGINAL,0.027578441558441556,0.0974051948051948,0.13403116883116883,0.19085714285714278,0.1448909090909092,0.08786590909090916,0.020594285714285728,0.4164107532467532,1.55848527308622
absolute_error,QRF,0.029471298701298703,0.0978840909090909,0.1366837662337662,0.18410389610389608,0.1378454545454547,0.0849324675324676,0.023260519480519482,0.28575101298701305,1.535196350592849
absolute_error,RF-GAP,0.02946090909090909,0.08800909090909091,0.13188831168831164,0.20923376623376624,0.1414688311688313,0.08457370129870137,0.02375532467532468,0.42048348051948053,1.7966784021467335
absolute_error,OOB,0.03145506493506493,0.11563246753246754,0.17413831168831168,0.23364935064935063,0.14378376623376635,0.08726525974025981,0.021268961038961056,0.6390699740259743,2.539612793986865
absolute_error,ORIGINAL,0.029834610389610394,0.11525097402597403,0.15671298701298703,0.22770779220779216,0.14841363636363653,0.0875233766233767,0.023303051948051944,0.5809155584415586,2.5273022715364677
