Criterion,Method,QL(a=0.005),QL(a=0.025),QL(a=0.05),QL(a=0.5),QL(a=0.95),QL(a=0.975),QL(a=0.995),MSE,MAPE(%)
squared_error,QRF,0.031135,0.136,0.23965,1.1075,0.5049833333333337,0.3278083333333336,0.09522666666666675,19.821666666666665,45.31115056259957
squared_error,RF-GAP,0.030625,0.133,0.23408333333333337,1.0955,0.503866666666667,0.3231833333333336,0.09070666666666674,19.14966666666667,45.664781320458275
squared_error,OOB,0.03151500000000001,0.13674166666666668,0.24148333333333336,1.2143333333333333,0.5275500000000003,0.32232500000000025,0.10004666666666676,23.076,46.63514472829164
squared_error,ORIGINAL,0.03091166666666667,0.13253333333333334,0.23361666666666667,1.1978333333333333,0.5115000000000003,0.30943333333333356,0.08959500000000006,22.654333333333334,45.563586994086855
absolute_error,QRF,0.031765,0.1416416666666667,0.2467166666666667,1.1116666666666666,0.5166333333333337,0.3433916666666669,0.10022333333333341,20.441333333333333,44.638247072701205
absolute_error,RF-GAP,0.031566666666666666,0.13848333333333335,0.24425,1.0948333333333333,0.5181000000000003,0.3388916666666669,0.09754333333333341,19.863,44.50059495629908
absolute_error,OOB,0.03217333333333334,0.14745,0.2632333333333334,1.3123333333333334,0.5845833333333337,0.3713166666666669,0.10638000000000009,26.682666666666666,50.04286698403628
absolute_error,ORIGINAL,0.03217333333333334,0.145975,0.26115,1.3103333333333333,0.578516666666667,0.3645416666666669,0.1038333333333334,26.640666666666668,49.88821210188139
